class,aa_000,ac_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,cp_000,cq_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000,ad_000,cf_000,cg_000,ch_000,co_000,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000
neg,8,18.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2720.0,2508.0,0.0,0.0,0.0,1922.0,0.0,146.0,0.0,0.0,0.0,8994.0,7350.0,6668.0,112.0,0.0,0.0,0.0,0.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5236.0,0.0,1146.0,4.0,6.0,0.0,12.0,440.0,3628.0,0.0,0.0,0.0,3502.0,492.0,136.0,254.0,548.0,150.0,134.0,20.0,0.0,0.0,15670.0,0.0,2.0,0.0,0.0,1922.0,150.0,5424.0,1220.0,,,,6540.0,8.98,15670.0,15670.0,16460.0,28.0,2.0,1474.0,15520.0,5264.0,1209600.0,288.0,2703.36,0.0,1471.68,0.0,10.0,0.0,0.0,0.0,504.0,4294.0,382.0,40.0,16.0,0.0,0.0,24.0,15670.0,1130.0,10.0,12.0,292.0,200.0,796.0,1824.0,878.0,94.0,0.0,26.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,436.0,88.0,98.0,32.0,220.0,22.0,16148.0,16.0,0.0,0.0,0.0,77.94,36.0,2702.0,2240.0,114.0,96.0,26.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,16.0,18.0,14.0,2546.0,168.0,0.0,36.0,0.0,0.0,2970.0
neg,11762,2130706432.0,0.0,0.0,0.0,0.0,0.0,0.0,26200.0,583360.0,533384.0,230854.0,30492.0,134.0,478056.0,0.0,0.0,0.0,942.0,1796.0,1139686.0,918940.0,355050.0,198928.0,0.0,0.0,0.0,0.0,170.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88372.0,1316052.0,0.0,1338.0,1564.0,1520.0,2798.0,40446.0,424304.0,932452.0,2.0,0.0,0.0,746266.0,255550.0,106828.0,66724.0,47958.0,42232.0,38266.0,46270.0,27624.0,26706.0,1495850.0,946.0,972.0,188.0,6.0,478056.0,16176.0,106048.0,247988.0,286580.0,,,66240.0,11761.89,1495850.0,1495850.0,1478560.0,6509.0,0.0,27092.0,283560.0,1405008.0,1209600.0,48130.0,813657.6,294880.32,297399.36,30.0,310.0,0.0,0.0,13602.0,85838.0,605234.0,502996.0,150970.0,42236.0,3530.0,18.0,6.0,1495850.0,1848.0,120.0,255944.0,338480.0,500712.0,305654.0,1666.0,0.0,0.0,0.0,4722.0,1590.0,80910.0,349160.0,0.0,0.0,0.0,0.0,0.0,0.0,8962.0,4276.0,1038.0,2061912.0,246734.0,30582.0,5938.0,3668520.0,368020.0,1306674.0,5194.0,0.0,0.0,1761910.0,552.28,474.0,612614.0,271930.0,95242.0,49282.0,91018.0,249602.0,23272.0,11200.0,264.0,0.0,0.0,0.0,190.0,2.0,92.0,0.0,2.0,394.0,8.0,838462.0,254696.0,0.0,0.0,0.0,0.0,845648.0
neg,49580,0.0,0.0,0.0,0.0,0.0,0.0,20.0,268842.0,1705814.0,1617898.0,231552.0,7376.0,0.0,1674644.0,0.0,82.0,0.0,7626.0,12678.0,3398656.0,2863820.0,778920.0,433384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9276.0,2892758.0,838760.0,90708.0,0.0,3698.0,1006.0,1860.0,9972.0,2233198.0,1574762.0,7006.0,0.0,0.0,0.0,1586488.0,747288.0,283538.0,215244.0,180740.0,172152.0,384820.0,261232.0,0.0,0.0,4186752.0,0.0,52.0,288.0,0.0,1674644.0,59326.0,391640.0,385624.0,251340.0,231480.0,193900.0,89620.0,49579.81,4186752.0,4186752.0,4194354.0,18055.0,587888.0,47018.0,544160.0,3831502.0,1209600.0,0.0,2869964.16,0.0,951952.32,0.0,0.0,0.0,0.0,21820.0,567108.0,1391202.0,1373992.0,406286.0,57586.0,12912.0,596.0,0.0,4186752.0,8992.0,1378.0,4110.0,430800.0,454454.0,1724070.0,1178614.0,29082.0,2.0,0.0,3894.0,314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31868.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1037140.0,2655.8,3096.0,995388.0,663912.0,474804.0,209352.0,390178.0,311824.0,211046.0,169974.0,394308.0,10716.0,0.0,0.0,,,,,,,,,,,,,,
neg,16,64.0,0.0,16.0,0.0,0.0,0.0,0.0,16.0,3768.0,3536.0,0.0,0.0,0.0,1322.0,0.0,0.0,0.0,0.0,0.0,6880.0,3928.0,12092.0,1054.0,0.0,0.0,0.0,0.0,22.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,796.0,6524.0,0.0,94.0,8.0,6.0,946.0,146.0,1712.0,4408.0,0.0,0.0,0.0,5744.0,452.0,126.0,52.0,104.0,170.0,438.0,54.0,26.0,154.0,19004.0,2.0,18.0,4.0,0.0,1322.0,204.0,8974.0,3084.0,,,,11860.0,15.52,19004.0,19004.0,20284.0,28.0,0.0,1802.0,18700.0,7370.0,1209600.0,360.0,2727.36,0.0,3508.8,0.0,22.0,0.0,0.0,0.0,2556.0,3730.0,528.0,506.0,0.0,0.0,0.0,2.0,19004.0,1174.0,12.0,24.0,14.0,490.0,488.0,4274.0,826.0,18.0,0.0,62.0,54.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,302.0,0.0,0.0,1812.0,340.0,40.0,18.0,10180.0,1040.0,6538.0,32.0,0.0,0.0,0.0,0.92,62.0,4800.0,2154.0,226.0,32.0,70.0,36.0,2.0,0.0,0.0,0.0,0.0,0.0,44.0,2.0,6.0,0.0,0.0,62.0,8.0,3154.0,104.0,0.0,12.0,0.0,0.0,3420.0
neg,43350,388.0,0.0,0.0,0.0,0.0,0.0,0.0,13734.0,175634.0,1882046.0,541302.0,730.0,0.0,1221288.0,0.0,0.0,0.0,0.0,0.0,2281608.0,1926006.0,1209052.0,330828.0,0.0,0.0,0.0,0.0,702.0,830.0,0.0,0.0,0.0,0.0,0.0,21444.0,1055150.0,1181526.0,355326.0,0.0,2170.0,1612.0,4026.0,152008.0,2121410.0,330172.0,2046.0,2.0,0.0,0.0,825292.0,746466.0,414078.0,310922.0,205778.0,103162.0,7748.0,0.0,0.0,0.0,3490684.0,0.0,260.0,214.0,8.0,1221288.0,40322.0,970554.0,233586.0,525680.0,351020.0,,329520.0,43349.56,3490684.0,3490684.0,3498772.0,14417.0,71596.0,103972.0,1069100.0,2613446.0,1209600.0,71800.0,2293722.24,0.0,319369.92,0.0,0.0,0.0,0.0,82.0,65670.0,680856.0,1472948.0,378354.0,11600.0,3518.0,418.0,206.0,3490684.0,2830.0,366.0,23574.0,232672.0,93928.0,1212002.0,1033748.0,14146.0,180.0,0.0,1432.0,404.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19486.0,32232.0,6744.0,0.0,0.0,69360.0,10952.0,3583840.0,572736.0,0.0,0.0,0.0,0.0,42349780.0,962.78,840.0,335598.0,351522.0,294304.0,173192.0,396470.0,336738.0,256682.0,173372.0,277458.0,18110.0,0.0,0.0,338.0,0.0,182.0,0.0,202.0,466.0,866.0,815856.0,26626.0,22.0,1696.0,0.0,0.0,2306374.0
neg,39900,1002.0,0.0,0.0,0.0,0.0,0.0,0.0,3086.0,362528.0,2601122.0,1221688.0,357564.0,26686.0,1921190.0,0.0,0.0,0.0,0.0,0.0,4329050.0,3948796.0,600462.0,302768.0,0.0,0.0,0.0,0.0,2690.0,834.0,0.0,0.0,0.0,0.0,0.0,38436.0,1892162.0,1805420.0,836656.0,0.0,3194.0,1334.0,1818.0,23834.0,2803568.0,1737904.0,1022.0,0.0,0.0,0.0,2636626.0,718086.0,358656.0,279272.0,269942.0,256606.0,53486.0,0.0,0.0,0.0,4930644.0,0.0,514.0,1130.0,26.0,1921190.0,49812.0,323338.0,275780.0,156580.0,143460.0,109720.0,10540.0,39900.91,4930644.0,4930644.0,4949310.0,14161.0,25006.0,3498.0,80280.0,4572674.0,1209600.0,172168.0,2877406.08,1065336.0,624344.64,0.0,0.0,0.0,0.0,0.0,17836.0,845352.0,2011670.0,1417698.0,254376.0,23572.0,2170.0,922.0,4930644.0,8416.0,1196.0,23848.0,740752.0,528914.0,2863402.0,394660.0,11486.0,0.0,0.0,5148.0,796.0,0.0,0.0,100.0,1067422.0,0.0,0.0,0.0,0.0,24458.0,42704.0,6558.0,0.0,0.0,145486.0,30880.0,67780.0,39922.0,0.0,0.0,0.0,0.0,0.0,2110.24,2556.0,1740680.0,1081466.0,571436.0,259846.0,380542.0,207362.0,124038.0,91216.0,111770.0,4318.0,0.0,0.0,904.0,2.0,150.0,0.0,864.0,1530.0,2394.0,2881096.0,49502.0,0.0,53392.0,0.0,14.0,2939616.0
neg,164,38.0,0.0,0.0,0.0,0.0,0.0,0.0,478.0,3796.0,34852.0,16854.0,0.0,0.0,24410.0,0.0,52.0,0.0,0.0,0.0,58686.0,44322.0,46754.0,3718.0,0.0,0.0,0.0,0.0,52.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,42106.0,11244.0,2630.0,0.0,4682.0,2374.0,3468.0,4504.0,17366.0,23586.0,0.0,0.0,0.0,0.0,47422.0,4558.0,1438.0,922.0,486.0,510.0,644.0,0.0,0.0,0.0,105562.0,2.0,18.0,14.0,0.0,24410.0,1302.0,32394.0,14110.0,,,,45600.0,164.4,105562.0,105562.0,101220.0,144.0,3632.0,9806.0,104200.0,55980.0,1209600.0,3120.0,24263.04,1909.44,27804.48,,,0.0,0.0,0.0,1814.0,26476.0,24304.0,3052.0,258.0,68.0,8.0,24.0,105562.0,2028.0,90.0,1008.0,1414.0,4898.0,18010.0,23820.0,4696.0,16.0,0.0,248.0,38.0,0.0,0.0,0.0,2332.0,0.0,0.0,0.0,0.0,1136.0,58.0,12.0,0.0,0.0,632.0,230.0,14200.0,5666.0,98216.0,120.0,0.0,0.0,0.0,,,33538.0,16322.0,3192.0,968.0,1574.0,300.0,86.0,0.0,0.0,0.0,0.0,0.0,38.0,18.0,2.0,0.0,10.0,54.0,188.0,17170.0,64.0,12.0,4.0,0.0,0.0,27182.0
neg,60700,1666.0,0.0,0.0,0.0,0.0,0.0,0.0,9600.0,448806.0,2521482.0,1500650.0,124768.0,10672.0,2040960.0,12208.0,0.0,0.0,0.0,0.0,3836662.0,3074436.0,1075720.0,638746.0,0.0,0.0,5570.0,0.0,5596.0,772.0,0.0,0.0,0.0,0.0,0.0,0.0,2403522.0,2203208.0,9248.0,0.0,5778.0,2874.0,3574.0,255988.0,3349090.0,987904.0,10770.0,0.0,0.0,0.0,1387408.0,1175310.0,427178.0,313632.0,250392.0,224120.0,331478.0,504072.0,2388.0,0.0,4913414.0,18.0,20.0,218.0,8.0,2040960.0,55700.0,408450.0,660744.0,242140.0,289260.0,231100.0,21480.0,60700.97,4913414.0,4913414.0,4849872.0,32080.0,4022.0,115384.0,63640.0,4615978.0,1209600.0,130484.0,3861152.64,0.0,749952.0,0.0,0.0,0.0,0.0,1612.0,127058.0,1157374.0,2223140.0,1011210.0,82088.0,12308.0,1188.0,10.0,4913414.0,9222.0,1294.0,134134.0,252904.0,267220.0,2793730.0,1098092.0,58986.0,396.0,0.0,4942.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36272.0,84934.0,19366.0,0.0,0.0,99042.0,13422.0,22717480.0,2381350.0,4479180.0,1682.0,0.0,0.0,1232920.0,2352.56,2534.0,775236.0,988696.0,703594.0,371838.0,880310.0,609712.0,198976.0,57634.0,29980.0,2.0,0.0,0.0,1518.0,2.0,186.0,0.0,4.0,1946.0,2374.0,2670774.0,74890.0,0.0,2756.0,0.0,16.0,3911080.0
neg,43758,574.0,0.0,0.0,0.0,0.0,0.0,0.0,131442.0,1489456.0,2276860.0,900710.0,101368.0,6320.0,2055336.0,0.0,0.0,0.0,5740.0,10336.0,4203850.0,3524100.0,908472.0,610080.0,0.0,0.0,15464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3716.0,1708768.0,592848.0,2600824.0,0.0,3268.0,684.0,1032.0,2972.0,2213134.0,2637750.0,47312.0,4.0,0.0,0.0,2334050.0,1131016.0,341840.0,260792.0,193754.0,157500.0,196938.0,285680.0,4586.0,0.0,5119020.0,586.0,276.0,12520.0,0.0,2055336.0,70702.0,294726.0,610574.0,228580.0,205480.0,213200.0,45020.0,43757.02,5119020.0,5119020.0,5125832.0,23526.0,549708.0,22806.0,270680.0,4906156.0,1209600.0,0.0,3307918.08,0.0,1593954.24,0.0,0.0,0.0,0.0,30780.0,517056.0,1727942.0,2095668.0,501390.0,28216.0,4876.0,228.0,0.0,5119020.0,7404.0,1174.0,318748.0,1120910.0,318102.0,2006538.0,1072122.0,60840.0,318.0,0.0,10404.0,424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35902.0,28254.0,6438.0,0.0,0.0,131244.0,18314.0,7619600.0,1635806.0,4395680.0,3456.0,0.0,0.0,4812750.0,2044.64,2088.0,1670694.0,1194372.0,632118.0,322442.0,579480.0,337582.0,112442.0,37394.0,19618.0,14.0,0.0,0.0,,,,,,,,,,,,,,
pos,1371632,,,,0.0,86114.0,1598732.0,18412354.0,43533168.0,38614924.0,18941596.0,4051016.0,229074.0,0.0,35945954.0,6430.0,348736.0,,6869074.0,10094936.0,92300734.0,86540662.0,26752452.0,11520172.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,226702.0,70982714.0,54257562.0,0.0,113492.0,162064.0,308564.0,644948.0,87839714.0,36398194.0,2.0,0.0,0.0,0.0,20612942.0,44177946.0,12703198.0,10273126.0,10060564.0,7821608.0,5530198.0,4844798.0,2782696.0,6659902.0,125919114.0,,,,,35945954.0,1261638.0,7118586.0,19619564.0,317160.0,595700.0,533420.0,22780.0,1371631.54,125919114.0,125919114.0,126424790.0,679749.0,,,59860.0,125466978.0,1209600.0,,80354438.4,32908795.2,12199011.84,,,54030.0,2882916.0,21002420.0,43543382.0,40928522.0,15522356.0,1412078.0,106848.0,14180.0,246.0,,125919114.0,37924.0,9568.0,8523868.0,10029562.0,17786438.0,86445752.0,2607434.0,26426.0,6.0,0.0,,,,,,,,,,,717162.0,,,,,,,,,,,,,,,,45480292.0,17066678.0,11579570.0,4418522.0,11696242.0,29071678.0,5933448.0,200088.0,20460.0,0.0,,,,,,,,,,,,,,,,
neg,58708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972.0,828852.0,2817570.0,497196.0,9730.0,0.0,2015136.0,0.0,66.0,0.0,0.0,0.0,3611132.0,3183918.0,726694.0,381016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,815178.0,2287410.0,1052646.0,0.0,3164.0,1016.0,1762.0,3976.0,723760.0,3418808.0,2834.0,0.0,0.0,0.0,1699464.0,484506.0,313048.0,247936.0,248676.0,414122.0,608998.0,138454.0,116.0,0.0,4338112.0,0.0,230.0,326.0,768.0,2015136.0,64438.0,405038.0,318228.0,213700.0,179480.0,221600.0,106180.0,58708.39,4338112.0,4338112.0,4305670.0,27053.0,788246.0,67170.0,703560.0,4155320.0,1209600.0,0.0,3606936.96,0.0,542439.36,,,0.0,0.0,0.0,120578.0,1771624.0,2015238.0,224148.0,18510.0,4976.0,246.0,0.0,4338112.0,3956.0,432.0,98216.0,415428.0,188966.0,2510000.0,926286.0,12010.0,26.0,0.0,2270.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32874.0,61624.0,12578.0,0.0,0.0,176966.0,22918.0,5250380.0,991236.0,0.0,0.0,0.0,0.0,33966500.0,,,567168.0,825452.0,657894.0,361412.0,790380.0,652212.0,247616.0,45302.0,7884.0,0.0,0.0,0.0,,,,,,,,,,,,,,
pos,753860,,,,0.0,12110.0,1175346.0,10892658.0,26723098.0,24472524.0,10580088.0,3686368.0,573486.0,13570.0,23081936.0,698.0,196.0,,,5006170.0,,54763432.0,,7153524.0,,0.0,2018.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,17040.0,36159060.0,41953146.0,0.0,3422900.0,916622.0,710094.0,1392096.0,23671690.0,48015792.0,42.0,6.0,4.0,0.0,26582308.0,24416776.0,7314880.0,5739182.0,3936242.0,2800198.0,2634590.0,3703406.0,904316.0,97346.0,79486426.0,,,,,,,5550382.0,11590670.0,301640.0,299500.0,295140.0,195840.0,753859.39,79486426.0,79486426.0,79803358.0,443741.0,,,825160.0,78129264.0,1209600.0,,46933414.08,21594552.0,9600680.64,33792.0,,62874.0,3012044.0,15597374.0,30295224.0,21509292.0,7021146.0,578506.0,44926.0,7776.0,82.0,,79486426.0,18672.0,4930.0,9644722.0,10812188.0,38724600.0,18919116.0,5016.0,0.0,0.0,0.0,,,,,,,,,,,426554.0,,,,,,,,,,,,,,0.38,0.0,31424680.0,13117556.0,6595956.0,3018634.0,6286568.0,8473764.0,7479704.0,1532284.0,199976.0,124.0,,,,,,,,,,,,,,,,
neg,492,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7130.0,28498.0,1256.0,0.0,0.0,0.0,19194.0,0.0,42.0,,406.0,956.0,45172.0,39050.0,25054.0,1564.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36884.0,0.0,1394.0,34.0,58.0,82.0,98.0,35218.0,0.0,0.0,0.0,0.0,16148.0,11282.0,6454.0,1416.0,1082.0,314.0,112.0,76.0,0.0,0.0,70684.0,0.0,16.0,0.0,0.0,19194.0,540.0,18862.0,6162.0,0.0,0.0,0.0,24620.0,491.57,70684.0,70684.0,,168.0,4.0,,70080.0,,1209600.0,870.0,25112.64,0.0,10725.12,0.0,40.0,0.0,0.0,4624.0,9574.0,5030.0,3408.0,14232.0,14.0,2.0,0.0,18.0,70684.0,1360.0,20.0,510.0,260.0,1206.0,4922.0,26680.0,1874.0,52.0,0.0,200.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484.0,20.0,2.0,4892.0,2546.0,306.0,64.0,1040.0,104.0,6296.0,34.0,0.0,0.0,0.0,,108.0,12402.0,4804.0,884.0,376.0,1188.0,1136.0,1546.0,14548.0,0.0,0.0,0.0,0.0,2.0,8.0,4.0,0.0,4.0,4.0,0.0,25150.0,12552.0,0.0,0.0,0.0,0.0,27368.0
neg,60880,,0.0,0.0,0.0,0.0,13832.0,606810.0,2290930.0,2561994.0,1488290.0,444764.0,84400.0,854.0,2754112.0,0.0,0.0,,241804.0,335204.0,6410876.0,6076076.0,1326196.0,471888.0,,0.0,0.0,0.0,2664.0,516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,728240.0,6763634.0,0.0,20480.0,15062.0,24084.0,35528.0,53384.0,5993606.0,834890.0,514838.0,2.0,0.0,3819260.0,1543550.0,668602.0,394708.0,283824.0,211490.0,154676.0,106310.0,48420.0,261034.0,7980036.0,,,504.0,0.0,2754112.0,84616.0,456954.0,866178.0,208540.0,152480.0,167940.0,104840.0,60879.48,7980036.0,7980036.0,,25650.0,,,710000.0,,1209600.0,247218.0,4196636.16,832936.32,2459116.8,1128.0,2804.0,4132.0,58106.0,668328.0,1135902.0,1576582.0,1660980.0,922806.0,505272.0,522554.0,437212.0,,7980036.0,11132.0,1130.0,1278918.0,1667336.0,390920.0,2515718.0,1530606.0,95850.0,264.0,0.0,13316.0,,,,,,,,,,40570.0,,,,,,,,,,,,,,,2792.0,3383892.0,1445140.0,659870.0,214656.0,454456.0,412650.0,362874.0,554484.0,3852.0,0.0,,,,,,,,524.0,3692.0,3612220.0,481582.0,6.0,0.0,0.0,0.0,3969430.0
neg,541412,782.0,0.0,0.0,0.0,0.0,114396.0,4207380.0,10308652.0,10295366.0,2577478.0,586884.0,27580.0,0.0,13078018.0,0.0,0.0,,2088754.0,2783050.0,23760346.0,23673114.0,4109160.0,1335086.0,48.0,0.0,0.0,0.0,2538.0,556.0,0.0,0.0,0.0,0.0,0.0,0.0,1682808.0,18690544.0,7744384.0,0.0,43260.0,38674.0,71756.0,77832.0,218870.0,21912538.0,2668468.0,3085968.0,370.0,0.0,10057438.0,5819756.0,2876332.0,1847458.0,1319750.0,1039772.0,816572.0,675110.0,391318.0,3274230.0,29962646.0,21396.0,41574.0,64104.0,976.0,13078018.0,287698.0,2211638.0,1880578.0,172420.0,110940.0,130820.0,126160.0,541412.34,29962646.0,29962646.0,29652702.0,183089.0,761850.0,,878300.0,28159232.0,1209600.0,0.0,25442351.04,0.0,2688390.72,540.0,7554.0,13180.0,377074.0,2592064.0,3815382.0,6500584.0,6555816.0,5204032.0,2224180.0,570528.0,264896.0,0.0,29962646.0,34072.0,3874.0,707142.0,1519768.0,761622.0,15421798.0,9467838.0,200878.0,736.0,8.0,15972.0,910.0,,,,,,,,,182702.0,76700.0,44366.0,42842598.0,6729640.0,603078.0,82666.0,53288140.0,7677164.0,28716188.0,124606.0,0.0,0.0,,,9938.0,2778362.0,2274982.0,1729528.0,887548.0,2293862.0,1698964.0,4258030.0,11926540.0,269452.0,468.0,0.0,0.0,,,,,,,,,,,,,,
neg,39068,366.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,114064.0,2016834.0,629398.0,44080.0,850.0,1147100.0,0.0,0.0,0.0,0.0,0.0,2549984.0,2268576.0,427216.0,242330.0,0.0,0.0,0.0,0.0,524.0,110.0,0.0,0.0,0.0,0.0,0.0,76178.0,1503060.0,1184560.0,41630.0,0.0,1378.0,1286.0,4312.0,104630.0,2401490.0,292316.0,16.0,0.0,0.0,0.0,918306.0,607162.0,242830.0,181586.0,142474.0,131320.0,255426.0,326324.0,0.0,0.0,2977444.0,206.0,1064.0,242.0,38.0,1147100.0,30340.0,275738.0,150806.0,172200.0,175760.0,,75680.0,39067.51,2977444.0,2977444.0,2976076.0,21000.0,8020.0,53502.0,554160.0,2805428.0,1209600.0,102992.0,2408856.96,0.0,395130.24,0.0,0.0,0.0,0.0,0.0,3276.0,508224.0,1696760.0,573206.0,20582.0,3220.0,160.0,668.0,2977444.0,2564.0,302.0,168966.0,140840.0,480510.0,1856510.0,150484.0,5244.0,8.0,0.0,1300.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15664.0,49076.0,19864.0,0.0,0.0,73740.0,11832.0,9883500.0,1076522.0,2764198.0,9548.0,0.0,0.0,294480.0,801.44,784.0,408690.0,521316.0,447658.0,254442.0,607858.0,522690.0,38158.0,3200.0,1356.0,60.0,0.0,0.0,342.0,2.0,42.0,0.0,656.0,496.0,298.0,2375336.0,162000.0,0.0,464.0,0.0,22.0,2436500.0
neg,40880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,89274.0,1759272.0,1306790.0,22352.0,0.0,1292790.0,0.0,0.0,0.0,0.0,0.0,2830518.0,2533176.0,417112.0,255346.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4254.0,229446.0,1833516.0,1110648.0,0.0,2734.0,564.0,912.0,79056.0,2237498.0,855614.0,1486.0,0.0,0.0,0.0,1298124.0,1075866.0,361822.0,184796.0,131360.0,124664.0,1232.0,0.0,0.0,0.0,3248176.0,0.0,4786.0,684.0,0.0,1292790.0,42082.0,174532.0,241694.0,144900.0,160160.0,,107140.0,40880.4,3248176.0,3248176.0,3264376.0,13177.0,1738.0,80084.0,823820.0,3177864.0,1209600.0,0.0,2677251.84,0.0,497201.28,0.0,0.0,0.0,0.0,0.0,37632.0,288478.0,1869466.0,925674.0,49060.0,7192.0,362.0,0.0,3248176.0,5478.0,548.0,172118.0,387036.0,318370.0,2004938.0,286098.0,3234.0,44.0,0.0,1780.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17682.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880430.0,1073.06,1140.0,524838.0,770410.0,414560.0,166698.0,975528.0,126684.0,37770.0,140414.0,20676.0,286.0,0.0,0.0,,,,,,,,,,,,,,
neg,1322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,38748.0,52014.0,1118.0,0.0,0.0,37098.0,0.0,226.0,0.0,0.0,0.0,93216.0,86580.0,18594.0,3008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32128.0,6308.0,53614.0,0.0,13056.0,50.0,90.0,170.0,2626.0,75644.0,414.0,0.0,0.0,0.0,44194.0,32630.0,7764.0,1960.0,918.0,1036.0,3426.0,122.0,0.0,0.0,111878.0,12.0,66.0,22.0,2.0,37098.0,930.0,13128.0,5372.0,1310700.0,1310700.0,1310700.0,18260.0,1321.49,111878.0,111878.0,124982.0,362.0,1168.0,10966.0,111380.0,92050.0,1209600.0,0.0,69731.52,0.0,9224.64,,,0.0,0.0,0.0,23572.0,60266.0,7784.0,354.0,74.0,0.0,0.0,0.0,111878.0,13034.0,14.0,266.0,4340.0,2076.0,58476.0,12718.0,1122.0,4.0,0.0,108.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,544.0,656.0,122.0,0.0,0.0,2854.0,694.0,319860.0,32512.0,0.0,0.0,0.0,0.0,321520.0,,,23116.0,7396.0,4918.0,3708.0,17838.0,29782.0,5156.0,130.0,6.0,0.0,0.0,0.0,,,,,,,,,,,,,,
